Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI1019390|A/C_Gull/NL-Slootdorp/16014102-003/2016|H5N8|2016-11-11	Europe	Wild Birds	H5N8	Netherlands	EPI1019390	NA	2.3.4.4b	2.3.4.4b	A/C_Gull/NL-Slootdorp/16014102-003/2016	NA	NA	N	2016-11-11
EPI1019398|A/Ch/NL-Abbega/X16015736/2016|H5N8|2016-12-12	Europe	Wild Birds	H5N8	Netherlands	EPI1019398	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Abbega/X16015736/2016	NA	NA	N	2016-12-12
EPI1019406|A/Ch/NL-Boven_Leeuwen/16016151-006-010/2016|H5N8|2016-12-19	Europe	Wild Birds	H5N8	Netherlands	EPI1019406	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Boven_Leeuwen/16016151-006-010/2016	NA	NA	N	2016-12-19
EPI1019414|A/Ch/NL-Den_Oever/16014231-001/2016|H5N8|2016-11-15	Europe	Wild Birds	H5N8	Netherlands	EPI1019414	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Den_Oever/16014231-001/2016	NA	NA	N	2016-11-15
EPI1019422|A/Ch/NL-Hiaure/16016112-001-005/2016|H5N8|2016-12-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019422	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Hiaure/16016112-001-005/2016	NA	NA	N	2016-12-17
EPI1019430|A/Ch/NL-Rhenen/16016141-006/2016|H5N8|2016-12-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019430	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Rhenen/16016141-006/2016	NA	NA	N	2016-12-17
EPI1019438|A/Ch/NL-Zoeterwoude/16016484-021-025/2016|H5N8|2016-12-24	Europe	Wild Birds	H5N8	Netherlands	EPI1019438	NA	2.3.4.4b	2.3.4.4b	A/Ch/NL-Zoeterwoude/16016484-021-025/2016	NA	NA	N	2016-12-24
EPI1019446|A/Crow/NL-Oostwoud/16015372-004/2016|H5N8|2016-12-05	Europe	Wild Birds	H5N8	Netherlands	EPI1019446	NA	2.3.4.4b	2.3.4.4b	A/Crow/NL-Oostwoud/16015372-004/2016	NA	NA	N	2016-12-05
EPI1019454|A/Dk/NL-Biddinghuizen/16014829-011-015/2016|H5N8|2016-11-25	Europe	Wild Birds	H5N8	Netherlands	EPI1019454	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Biddinghuizen/16014829-011-015/2016	NA	NA	N	2016-11-25
EPI1019462|A/Dk/NL-Biddinghuizen/16015083-016-020/2016|H5N8|2016-11-30	Europe	Wild Birds	H5N8	Netherlands	EPI1019462	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Biddinghuizen/16015083-016-020/2016	NA	NA	N	2016-11-30
EPI1019470|A/Dk/NL-Biddinghuizen/16015145-021-025/2016|H5N8|2016-12-01	Europe	Wild Birds	H5N8	Netherlands	EPI1019470	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Biddinghuizen/16015145-021-025/2016	NA	NA	N	2016-12-01
EPI1019478|A/Dk/NL-Kamperveen/16016104-001-005/2016|H5N8|2016-12-15	Europe	Wild Birds	H5N8	Netherlands	EPI1019478	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Kamperveen/16016104-001-005/2016	NA	NA	N	2016-12-15
EPI1019486|A/Dk/NL-Rotterdam/16014008-001-005/2016|H5N8|2016-11-10	Europe	Wild Birds	H5N8	Netherlands	EPI1019486	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Rotterdam/16014008-001-005/2016	NA	NA	N	2016-11-10
EPI1019494|A/Dk/NL-Stolwijk/16016291-016-020/2016|H5N8|2016-12-21	Europe	Wild Birds	H5N8	Netherlands	EPI1019494	NA	2.3.4.4b	2.3.4.4b	A/Dk/NL-Stolwijk/16016291-016-020/2016	NA	NA	N	2016-12-21
EPI1019502|A/Eur_Wig/NL-Akkrum/16015817-003/2016|H5N8|2016-12-13	Europe	Wild Birds	H5N8	Netherlands	EPI1019502	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Akkrum/16015817-003/2016	NA	NA	N	2016-12-13
EPI1019510|A/Eur_Wig/NL-De_Waal__Texel_/16014891-003/2016|H5N8|2016-11-27	Europe	Wild Birds	H5N8	Netherlands	EPI1019510	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-De_Waal__Texel_/16014891-003/2016	NA	NA	N	2016-11-27
EPI1019518|A/Eur_Wig/NL-De_Waal__Texel_/16014891-004/2016|H5N8|2016-11-27	Europe	Wild Birds	H5N8	Netherlands	EPI1019518	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-De_Waal__Texel_/16014891-004/2016	NA	NA	N	2016-11-27
EPI1019526|A/Eur_Wig/NL-Drieborg__Dollard_/16015513-001/2016|H5N8|2016-12-06	Europe	Wild Birds	H5N8	Netherlands	EPI1019526	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Drieborg__Dollard_/16015513-001/2016	NA	NA	N	2016-12-06
EPI1019534|A/Eur_Wig/NL-Enumatil-Groningen/16015704-001/2016|H5N8|2016-12-11	Europe	Wild Birds	H5N8	Netherlands	EPI1019534	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Enumatil-Groningen/16015704-001/2016	NA	NA	N	2016-12-11
EPI1019542|A/Eur_Wig/NL-Ferwert/16015273-002/2016|H5N8|2016-12-01	Europe	Wild Birds	H5N8	Netherlands	EPI1019542	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Ferwert/16015273-002/2016	NA	NA	N	2016-12-01
EPI1019550|A/Eur_Wig/NL-Gouda/16015824-001/2016|H5N8|2016-12-13	Europe	Wild Birds	H5N8	Netherlands	EPI1019550	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Gouda/16015824-001/2016	NA	NA	N	2016-12-13
EPI1019558|A/Eur_Wig/NL-Greonterp/16015653-001/2016|H5N8|2016-12-08	Europe	Wild Birds	H5N8	Netherlands	EPI1019558	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Greonterp/16015653-001/2016	NA	NA	N	2016-12-08
EPI1019566|A/Eur_Wig/NL-Groningen/16015376-003/2016|H5N8|2016-12-05	Europe	Wild Birds	H5N8	Netherlands	EPI1019566	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Groningen/16015376-003/2016	NA	NA	N	2016-12-05
EPI1019574|A/Eur_Wig/NL-Leeuwarden/16015699-002/2016|H5N8|2016-12-10	Europe	Wild Birds	H5N8	Netherlands	EPI1019574	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Leeuwarden/16015699-002/2016	NA	NA	N	2016-12-10
EPI1019582|A/Eur_Wig/NL-Leidschendam/16015697-007/2016|H5N8|2016-12-10	Europe	Wild Birds	H5N8	Netherlands	EPI1019582	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Leidschendam/16015697-007/2016	NA	NA	N	2016-12-10
EPI1019590|A/Eur_Wig/NL-Reeuwijk/16015903-003/2016|H5N8|2016-12-13	Europe	Wild Birds	H5N8	Netherlands	EPI1019590	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Reeuwijk/16015903-003/2016	NA	NA	N	2016-12-13
EPI1019598|A/Eur_Wig/NL-Terschelling/16015692-010/2016|H5N8|2016-12-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019598	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Terschelling/16015692-010/2016	NA	NA	N	2016-12-09
EPI1019606|A/Eur_Wig/NL-Vianen/16015917-006/2016|H5N8|2016-12-13	Europe	Wild Birds	H5N8	Netherlands	EPI1019606	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Vianen/16015917-006/2016	NA	NA	N	2016-12-13
EPI1019614|A/Eur_Wig/NL-Walterswald/16015923-003/2016|H5N8|2016-12-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019614	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Walterswald/16015923-003/2016	NA	NA	N	2016-12-14
EPI1019622|A/Eur_Wig/NL-West_Graftdijk/16015746-003/2016|H5N8|2016-12-12	Europe	Wild Birds	H5N8	Netherlands	EPI1019622	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-West_Graftdijk/16015746-003/2016	NA	NA	N	2016-12-12
EPI1019630|A/Eur_Wig/NL-Wormer/16016143-002/2016|H5N8|2016-12-18	Europe	Wild Birds	H5N8	Netherlands	EPI1019630	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Wormer/16016143-002/2016	NA	NA	N	2016-12-18
EPI1019638|A/Eur_Wig/NL-Zoeterwoude/16015702-010/2016|H5N8|2016-12-10	Europe	Wild Birds	H5N8	Netherlands	EPI1019638	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Zoeterwoude/16015702-010/2016	NA	NA	N	2016-12-10
EPI1019646|A/Eur_Wig/NL-Zwolle/16015820-002/2016|H5N8|2016-12-13	Europe	Wild Birds	H5N8	Netherlands	EPI1019646	NA	2.3.4.4b	2.3.4.4b	A/Eur_Wig/NL-Zwolle/16015820-002/2016	NA	NA	N	2016-12-13
EPI1019654|A/G_c_grebe/NL-Monnickendam/16013865-009-010/2016|H5N8|2016-11-08	Europe	Wild Birds	H5N8	Netherlands	EPI1019654	NA	2.3.4.4b	2.3.4.4b	A/G_c_grebe/NL-Monnickendam/16013865-009-010/2016	NA	NA	N	2016-11-08
EPI1019662|A/Go/NL-Roggebotsluis/16014462-010/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019662	NA	2.3.4.4b	2.3.4.4b	A/Go/NL-Roggebotsluis/16014462-010/2016	NA	NA	N	2016-11-17
EPI1019670|A/Gr_bk_bd_gull/NL-Slootdorp/16014102-005/2016|H5N8|2016-11-11	Europe	Wild Birds	H5N8	Netherlands	EPI1019670	NA	2.3.4.4b	2.3.4.4b	A/Gr_bk_bd_gull/NL-Slootdorp/16014102-005/2016	NA	NA	N	2016-11-11
EPI1019678|A/Grey_Go/NL-Groot-Ammers/16015901-012/2016|H5N8|2016-12-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019678	NA	2.3.4.4b	2.3.4.4b	A/Grey_Go/NL-Groot-Ammers/16015901-012/2016	NA	NA	N	2016-12-14
EPI1019686|A/Gull/NL-Marker_Wadden/16014466-020/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019686	NA	2.3.4.4b	2.3.4.4b	A/Gull/NL-Marker_Wadden/16014466-020/2016	NA	NA	N	2016-11-17
EPI1019694|A/Gull1/NL-Marker_Wadden/16014466-011/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019694	NA	2.3.4.4b	2.3.4.4b	A/Gull1/NL-Marker_Wadden/16014466-011/2016	NA	NA	N	2016-11-17
EPI1019702|A/Gull10/NL-Marker_Wadden/16014466-014/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019702	NA	2.3.4.4b	2.3.4.4b	A/Gull10/NL-Marker_Wadden/16014466-014/2016	NA	NA	N	2016-11-17
EPI1019710|A/L-bl-ba-gull/NL-Sovon/16014324-014/2016|H5N8|2016-11-16	Europe	Wild Birds	H5N8	Netherlands	EPI1019710	NA	2.3.4.4b	2.3.4.4b	A/L-bl-ba-gull/NL-Sovon/16014324-014/2016	NA	NA	N	2016-11-16
EPI1019718|A/M_Swan/NL-Roggebotsluis/16014462-019/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019718	NA	2.3.4.4b	2.3.4.4b	A/M_Swan/NL-Roggebotsluis/16014462-019/2016	NA	NA	N	2016-11-17
EPI1019726|A/Magpie/NL-Volendam/16014331-002/2016|H5N8|2016-11-16	Europe	Wild Birds	H5N8	Netherlands	EPI1019726	NA	2.3.4.4b	2.3.4.4b	A/Magpie/NL-Volendam/16014331-002/2016	NA	NA	N	2016-11-16
EPI1019734|A/Mal/NL-IJsselmuiden/16015448-002/2016|H5N8|2016-12-06	Europe	Wild Birds	H5N8	Netherlands	EPI1019734	NA	2.3.4.4b	2.3.4.4b	A/Mal/NL-IJsselmuiden/16015448-002/2016	NA	NA	N	2016-12-06
EPI1019742|A/Mal/NL-Mastenbroek/16015378-002/2016|H5N8|2016-12-05	Europe	Wild Birds	H5N8	Netherlands	EPI1019742	NA	2.3.4.4b	2.3.4.4b	A/Mal/NL-Mastenbroek/16015378-002/2016	NA	NA	N	2016-12-05
EPI1019750|A/P_falcon/NL-Vrouwenpolder__Zeeland_/16015510-001/2016|H5N8|2016-12-07	Europe	Wild Birds	H5N8	Netherlands	EPI1019750	NA	2.3.4.4b	2.3.4.4b	A/P_falcon/NL-Vrouwenpolder__Zeeland_/16015510-001/2016	NA	NA	N	2016-12-07
EPI1019758|A/Sea_eagle/NL-Assen/16015398-002/2016|H5N8|2016-12-05	Europe	Wild Birds	H5N8	Netherlands	EPI1019758	NA	2.3.4.4b	2.3.4.4b	A/Sea_eagle/NL-Assen/16015398-002/2016	NA	NA	N	2016-12-05
EPI1019766|A/T_Dk/NL-Almeerder_Zand/16014341-003/2016|H5N8|2016-11-16	Europe	Wild Birds	H5N8	Netherlands	EPI1019766	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Almeerder_Zand/16014341-003/2016	NA	NA	N	2016-11-16
EPI1019774|A/T_Dk/NL-Monnickendam/16013865-006-008/2016|H5N8|2016-11-08	Europe	Wild Birds	H5N8	Netherlands	EPI1019774	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Monnickendam/16013865-006-008/2016	NA	NA	N	2016-11-08
EPI1019782|A/T_Dk/NL-Roggebotsluis/16014462-015/2016|H5N8|2016-11-17	Europe	Wild Birds	H5N8	Netherlands	EPI1019782	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Roggebotsluis/16014462-015/2016	NA	NA	N	2016-11-17
EPI1019790|A/T_Dk/NL-Rotterdam/16014155-001/2016|H5N8|2016-11-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019790	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Rotterdam/16014155-001/2016	NA	NA	N	2016-11-14
EPI1019798|A/T_Dk/NL-Werkendam/16014159-002/2016|H5N8|2016-11-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019798	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Werkendam/16014159-002/2016	NA	NA	N	2016-11-14
EPI1019806|A/T_Dk/NL-Werkendam/16014159-003/2016|H5N8|2016-11-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019806	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Werkendam/16014159-003/2016	NA	NA	N	2016-11-14
EPI1019814|A/T_Dk/NL-Zeewolde/16013976-001/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019814	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-001/2016	NA	NA	N	2016-11-09
EPI1019822|A/T_Dk/NL-Zeewolde/16013976-001-003/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019822	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-001-003/2016	NA	NA	N	2016-11-09
EPI1019830|A/T_Dk/NL-Zeewolde/16013976-004/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019830	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-004/2016	NA	NA	N	2016-11-09
EPI1019838|A/T_Dk/NL-Zeewolde/16013976-004-006/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019838	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-004-006/2016	NA	NA	N	2016-11-09
EPI1019846|A/T_Dk/NL-Zeewolde/16013976-005/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019846	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-005/2016	NA	NA	N	2016-11-09
EPI1019854|A/T_Dk/NL-Zeewolde/16013976-006/2016|H5N8|2016-11-09	Europe	Wild Birds	H5N8	Netherlands	EPI1019854	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zeewolde/16013976-006/2016	NA	NA	N	2016-11-09
EPI1019862|A/T_Dk/NL-Zuidoost_Beemster/16014148-002/2016|H5N8|2016-11-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019862	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zuidoost_Beemster/16014148-002/2016	NA	NA	N	2016-11-14
EPI1019870|A/T_Dk/NL-Zuidoost_Beemster/16014148-009/2016|H5N8|2016-11-14	Europe	Wild Birds	H5N8	Netherlands	EPI1019870	NA	2.3.4.4b	2.3.4.4b	A/T_Dk/NL-Zuidoost_Beemster/16014148-009/2016	NA	NA	N	2016-11-14
EPI1019878|A/Teal/NL-Ferwert/16015273-013/2016|H5N8|2016-12-01	Europe	Wild Birds	H5N8	Netherlands	EPI1019878	NA	2.3.4.4b	2.3.4.4b	A/Teal/NL-Ferwert/16015273-013/2016	NA	NA	N	2016-12-01
EPI1021086|A/mute_swan/Czech_Republic/54-17_1/2017_|H5N8|2017-01-02	Europe	Wild Birds	H5N8	Czech Republic	EPI1021086	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/54-17_1/2017	NA	NA	N	2017-01-02
EPI1021087|A/goose/Czech_Republic/136-17_1/2017_|H5N8|2017-01-04	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021087	NA	2.3.4.4b	2.3.4.4b	A/goose/Czech_Republic/136-17_1/2017	NA	NA	N	2017-01-04
EPI1021088|A/mallard/Czech_Republic/136-17_2/2017_|H5N8|2017-01-04	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021088	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/136-17_2/2017	NA	NA	N	2017-01-04
EPI1021089|A/goose/Czech_Republic/197-17/2017_|H5N8|2017-01-02	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021089	NA	2.3.4.4b	2.3.4.4b	A/goose/Czech_Republic/197-17/2017	NA	NA	N	2017-01-02
EPI1021090|A/chicken/Czech_Republic/508-17_1/2017_|H5N8|2017-01-12	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021090	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/508-17_1/2017	NA	NA	N	2017-01-12
EPI1021091|A/mallard/Czech_Republic/508-17_4/2017_|H5N8|2017-01-12	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021091	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/508-17_4/2017	NA	NA	N	2017-01-12
EPI1021092|A/mute_swan/Czech_Republic/572-17_3/2017_|H5N8|2017-01-13	Europe	Wild Birds	H5N8	Czech Republic	EPI1021092	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/572-17_3/2017	NA	NA	N	2017-01-13
EPI1021093|A/mute_swan/Czech_Republic/964-17/2017_|H5N8|2017-01-19	Europe	Wild Birds	H5N8	Czech Republic	EPI1021093	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/964-17/2017	NA	NA	N	2017-01-19
EPI1021094|A/mute_swan/Czech_Republic/967-17/2017_|H5N8|2017-01-19	Europe	Wild Birds	H5N8	Czech Republic	EPI1021094	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/967-17/2017	NA	NA	N	2017-01-19
EPI1021095|A/mute_swan/Czech_Republic/987-17_2/2017_|H5N8|2017-01-20	Europe	Wild Birds	H5N8	Czech Republic	EPI1021095	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/987-17_2/2017	NA	NA	N	2017-01-20
EPI1021096|A/mute_swan/Czech_Republic/1058-17/2017_|H5N8|2017-01-18	Europe	Wild Birds	H5N8	Czech Republic	EPI1021096	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1058-17/2017	NA	NA	N	2017-01-18
EPI1021097|A/mute_swan/Czech_Republic/1060-17/2017_|H5N8|2017-01-19	Europe	Wild Birds	H5N8	Czech Republic	EPI1021097	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1060-17/2017	NA	NA	N	2017-01-19
EPI1021098|A/mute_swan/Czech_Republic/1155-17/2017_|H5N8|2017-01-22	Europe	Wild Birds	H5N8	Czech Republic	EPI1021098	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1155-17/2017	NA	NA	N	2017-01-22
EPI1021099|A/mute_swan/Czech_Republic/1156-17/2017_|H5N8|2017-01-22	Europe	Wild Birds	H5N8	Czech Republic	EPI1021099	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1156-17/2017	NA	NA	N	2017-01-22
EPI1021100|A/mute_swan/Czech_Republic/1170-17_2/2017_|H5N8|2017-01-22	Europe	Wild Birds	H5N8	Czech Republic	EPI1021100	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1170-17_2/2017	NA	NA	N	2017-01-22
EPI1021101|A/mute_swan/Czech_Republic/1171-17/2017_|H5N8|2017-01-22	Europe	Wild Birds	H5N8	Czech Republic	EPI1021101	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1171-17/2017	NA	NA	N	2017-01-22
EPI1021102|A/chicken/Czech_Republic/1208-17_1/2017_|H5N8|2017-01-24	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021102	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1208-17_1/2017	NA	NA	N	2017-01-24
EPI1021103|A/mallard/Czech_Republic/1219-17_1/2017_|H5N8|2017-01-25	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021103	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/1219-17_1/2017	NA	NA	N	2017-01-25
EPI1021104|A/mallard/Czech_Republic/1226-17/2017_|H5N8|2017-01-21	Europe	Wild Birds	H5N8	Czech Republic	EPI1021104	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/1226-17/2017	NA	NA	N	2017-01-21
EPI1021105|A/mute_swan/Czech_Republic/1227-17/2017_|H5N8|2017-01-22	Europe	Wild Birds	H5N8	Czech Republic	EPI1021105	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1227-17/2017	NA	NA	N	2017-01-22
EPI1021106|A/mute_swan/Czech_Republic/1296-17_1/2017_|H5N8|2017-01-24	Europe	Wild Birds	H5N8	Czech Republic	EPI1021106	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1296-17_1/2017	NA	NA	N	2017-01-24
EPI1021107|A/mute_swan/Czech_Republic/1330-17_1/2017_|H5N8|2017-01-20	Europe	Wild Birds	H5N8	Czech Republic	EPI1021107	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1330-17_1/2017	NA	NA	N	2017-01-20
EPI1021108|A/mute_swan/Czech_Republic/1331-17_1/2017_|H5N8|2017-01-23	Europe	Wild Birds	H5N8	Czech Republic	EPI1021108	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1331-17_1/2017	NA	NA	N	2017-01-23
EPI1021109|A/mute_swan/Czech_Republic/1337-17/2017_|H5N8|2017-01-27	Europe	Wild Birds	H5N8	Czech Republic	EPI1021109	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1337-17/2017	NA	NA	N	2017-01-27
EPI1021110|A/mute_swan/Czech_Republic/1339-17/2017_|H5N8|2017-01-31	Europe	Wild Birds	H5N8	Czech Republic	EPI1021110	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1339-17/2017	NA	NA	N	2017-01-31
EPI1021111|A/chicken/Czech_Republic/1344-17/2017_|H5N8|2017-01-31	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021111	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1344-17/2017	NA	NA	N	2017-01-31
EPI1021112|A/mute_swan/Czech_Republic/1461-17/2017_|H5N8|2017-01-29	Europe	Wild Birds	H5N8	Czech Republic	EPI1021112	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1461-17/2017	NA	NA	N	2017-01-29
EPI1021113|A/chicken/Czech_Republic/1465-17/2017_|H5N8|2017-01-30	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021113	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1465-17/2017	NA	NA	N	2017-01-30
EPI1021114|A/mute_swan/Czech_Republic/1519-17/2017_|H5N8|2017-02-02	Europe	Wild Birds	H5N8	Czech Republic	EPI1021114	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1519-17/2017	NA	NA	N	2017-02-02
EPI1021115|A/mute_swan/Czech_Republic/1576-17_C/2017_|H5N8|2017-01-31	Europe	Wild Birds	H5N8	Czech Republic	EPI1021115	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1576-17_C/2017	NA	NA	N	2017-01-31
EPI1021116|A/mallard/Czech_Republic/1577-17/2017_|H5N8|2017-01-29	Europe	Wild Birds	H5N8	Czech Republic	EPI1021116	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/1577-17/2017	NA	NA	N	2017-01-29
EPI1021117|A/mute_swan/Czech_Republic/1640-17/2017_|H5N8|2017-02-02	Europe	Wild Birds	H5N8	Czech Republic	EPI1021117	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Czech_Republic/1640-17/2017	NA	NA	N	2017-02-02
EPI1021118|A/mallard/Czech_Republic/1672-17/2017_|H5N8|2017-01-30	Europe	Wild Birds	H5N8	Czech Republic	EPI1021118	NA	2.3.4.4b	2.3.4.4b	A/mallard/Czech_Republic/1672-17/2017	NA	NA	N	2017-01-30
EPI1021119|A/chicken/Czech_Republic/1675-17_2/2017_|H5N8|2017-02-03	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021119	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1675-17_2/2017	NA	NA	N	2017-02-03
EPI1021120|A/grey_heron/Czech_Republic/1680-17_2/2017_|H5N8|2017-02-02	Europe	Wild Birds	H5N8	Czech Republic	EPI1021120	NA	2.3.4.4b	2.3.4.4b	A/grey_heron/Czech_Republic/1680-17_2/2017	NA	NA	N	2017-02-02
EPI1021121|A/Indian_Runner_Duck/Czech_Republic/1683-17_1/2017_|H5N8|2017-02-03	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021121	NA	2.3.4.4b	2.3.4.4b	A/Indian_Runner_Duck/Czech_Republic/1683-17_1/2017	NA	NA	N	2017-02-03
EPI1021122|A/chicken/Czech_Republic/1687-17_2/2017_|H5N8|2017-02-04	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021122	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1687-17_2/2017	NA	NA	N	2017-02-04
EPI1021123|A/chicken/Czech_Republic/1688-17_1/2017_|H5N8|2017-02-04	Europe	Domestic Birds	H5N8	Czech Republic	EPI1021123	NA	2.3.4.4b	2.3.4.4b	A/chicken/Czech_Republic/1688-17_1/2017	NA	NA	N	2017-02-04
